,MAE,MSE,RMSE,R2_Score,Train_Time
0,0.019219155063445615,0.0005411017722821904,0.023261594362429038,0.7579829066253357,3.8230419158935547
1,0.015340686347071811,0.00039617777300549306,0.019904214955769873,0.9646171033182056,3.971524477005005
2,0.02590232389556764,0.00102706646880839,0.03204787775826022,0.9372096419913297,5.0021703243255615
3,0.04126564688221956,0.002318686003406609,0.04815273619854441,0.9241734374132375,6.614305257797241
4,0.05965147356216515,0.004732252898600778,0.06879137226862667,0.6931868112893991,7.699146032333374
5,0.032275857150093956,0.001803056983220692,0.038431559108726046,0.8554339801275015,
6,0.018221828249535405,0.0018041662438745575,0.020188865981438524,0.1216081635557266,
