,MAE,MSE,RMSE,R2_Score,Train_Time
0,0.024618049945333457,0.0008851376607045149,0.029751263178300763,0.9009763160248776,33.24110507965088
1,0.015108196784730585,0.0003166119013665997,0.017793591581426155,0.8875419381144346,18.871767282485962
2,0.01856942352410807,0.0006790797572633452,0.026059158798076066,0.9522543715229822,27.05258059501648
3,0.025904252497592966,0.0012209620636250225,0.03494226757989559,0.9561146214717484,38.461466789245605
4,0.016851123975042438,0.0005532261358931753,0.023520759679338064,0.9538862491045283,42.81054878234863
5,0.020210209345361503,0.0007310035037705315,0.026413408163407325,0.9301546992477142,
6,0.004792112033837185,0.00034272364845166375,0.006455169727026803,0.033138817850291775,
